Ticker,close,date,high,low,month,open,volume,sector
ADANIENT,2387.25,03-10-2023 05:30,2424.9,2372,2023-10,2418,2019899,MISCELLANEOUS
ADANIENT,2464.95,04-10-2023 05:30,2502.75,2392.25,2023-10,2402.2,2857377,MISCELLANEOUS
ADANIENT,2466.35,05-10-2023 05:30,2486.5,2446.4,2023-10,2477.95,1132455,MISCELLANEOUS
ADANIENT,2478.1,06-10-2023 05:30,2514.95,2466.05,2023-10,2466.35,1510035,MISCELLANEOUS
ADANIENT,2442.6,09-10-2023 05:30,2459.7,2411.3,2023-10,2440,1408224,MISCELLANEOUS
ADANIENT,2498.3,10-10-2023 05:30,2517.95,2443,2023-10,2443,1771910,MISCELLANEOUS
ADANIENT,2488.6,11-10-2023 05:30,2538,2482.5,2023-10,2533.9,1627836,MISCELLANEOUS
ADANIENT,2506.35,12-10-2023 05:30,2521.75,2490.65,2023-10,2499.9,1804818,MISCELLANEOUS
ADANIENT,2454.55,13-10-2023 05:30,2495,2422.35,2023-10,2488.9,2278682,MISCELLANEOUS
ADANIENT,2429.35,16-10-2023 05:30,2464.7,2421.85,2023-10,2454.55,803856,MISCELLANEOUS
ADANIENT,2428.4,17-10-2023 05:30,2462,2423.5,2023-10,2459.95,707543,MISCELLANEOUS
ADANIENT,2406.35,18-10-2023 05:30,2441.75,2401.05,2023-10,2440,776977,MISCELLANEOUS
ADANIENT,2402.2,19-10-2023 05:30,2414.7,2382.55,2023-10,2400,1168822,MISCELLANEOUS
ADANIENT,2393.75,20-10-2023 05:30,2443.95,2382.05,2023-10,2398.05,1240350,MISCELLANEOUS
ADANIENT,2308.65,23-10-2023 05:30,2412.35,2301.8,2023-10,2397.8,1483549,MISCELLANEOUS
ADANIENT,2257,25-10-2023 05:30,2348.05,2235.3,2023-10,2320,1540819,MISCELLANEOUS
ADANIENT,2203.2,26-10-2023 05:30,2249,2167.05,2023-10,2249,2226073,MISCELLANEOUS
ADANIENT,2261.7,27-10-2023 05:30,2275,2212,2023-10,2222,1244293,MISCELLANEOUS
ADANIENT,2299.1,30-10-2023 05:30,2305,2250,2023-10,2260.05,996448,MISCELLANEOUS
ADANIENT,2294.65,31-10-2023 05:30,2320,2276,2023-10,2320,1155280,MISCELLANEOUS
ADANIENT,2217.3,01-11-2023 05:30,2312.25,2207,2023-11,2299,1666579,MISCELLANEOUS
ADANIENT,2215.3,02-11-2023 05:30,2297.95,2204.2,2023-11,2247,2340997,MISCELLANEOUS
ADANIENT,2229.85,03-11-2023 05:30,2279,2215,2023-11,2215.3,1853300,MISCELLANEOUS
ADANIENT,2246,06-11-2023 05:30,2260,2233,2023-11,2253.95,770061,MISCELLANEOUS
ADANIENT,2233.35,07-11-2023 05:30,2260,2226.65,2023-11,2257,641554,MISCELLANEOUS
ADANIENT,2259.95,08-11-2023 05:30,2298,2235,2023-11,2245.3,1169180,MISCELLANEOUS
ADANIENT,2214.65,09-11-2023 05:30,2272.6,2210.1,2023-11,2269,1267890,MISCELLANEOUS
ADANIENT,2205.1,10-11-2023 05:30,2237,2198.5,2023-11,2220.25,1072597,MISCELLANEOUS
ADANIENT,2211.35,12-11-2023 05:30,2226,2205.1,2023-11,2219.7,148320,MISCELLANEOUS
ADANIENT,2213.65,13-11-2023 05:30,2241.9,2195.55,2023-11,2215.5,853633,MISCELLANEOUS
ADANIENT,2225.4,15-11-2023 05:30,2250,2220.5,2023-11,2240,696475,MISCELLANEOUS
ADANIENT,2205.9,16-11-2023 05:30,2232.8,2196.1,2023-11,2226,1307584,MISCELLANEOUS
ADANIENT,2208.8,17-11-2023 05:30,2237.95,2201,2023-11,2205.9,916518,MISCELLANEOUS
ADANIENT,2149.85,20-11-2023 05:30,2218.5,2142,2023-11,2211,1577213,MISCELLANEOUS
ADANIENT,2196.65,21-11-2023 05:30,2232.55,2158.35,2023-11,2160,1839502,MISCELLANEOUS
ADANIENT,2172.65,22-11-2023 05:30,2225,2153.5,2023-11,2205.15,1247205,MISCELLANEOUS
ADANIENT,2175.25,23-11-2023 05:30,2190,2160.6,2023-11,2190,729114,MISCELLANEOUS
ADANIENT,2225.45,24-11-2023 05:30,2251.95,2160.9,2023-11,2179,1946259,MISCELLANEOUS
ADANIENT,2423.5,28-11-2023 05:30,2512.4,2275,2023-11,2301,11972275,MISCELLANEOUS
ADANIENT,2396.6,29-11-2023 05:30,2477.65,2390,2023-11,2468.7,4561574,MISCELLANEOUS
ADANIENT,2358.55,30-11-2023 05:30,2409,2343.05,2023-11,2400.05,2983879,MISCELLANEOUS
ADANIENT,2362.7,01-12-2023 05:30,2403.35,2354.1,2023-12,2370,1792983,MISCELLANEOUS
ADANIENT,2531.2,04-12-2023 05:30,2595,2487.45,2023-12,2549.95,5681516,MISCELLANEOUS
ADANIENT,2959.35,05-12-2023 05:30,2999.9,2531.2,2023-12,2531.2,22879079,MISCELLANEOUS
ADANIENT,2883.95,06-12-2023 05:30,3154.55,2844.85,2023-12,3080,19355777,MISCELLANEOUS
ADANIENT,2887.15,07-12-2023 05:30,2945.9,2853.05,2023-12,2900,6325887,MISCELLANEOUS
ADANIENT,2822.15,08-12-2023 05:30,2927,2760,2023-12,2902.7,6959428,MISCELLANEOUS
ADANIENT,2855.8,11-12-2023 05:30,2919.9,2811.05,2023-12,2837.05,5064123,MISCELLANEOUS
ADANIENT,2857.65,12-12-2023 05:30,2895.95,2840.55,2023-12,2869.1,2017772,MISCELLANEOUS
ADANIENT,2875.05,13-12-2023 05:30,2899.1,2805,2023-12,2860,2805832,MISCELLANEOUS
ADANIENT,2894.05,14-12-2023 05:30,2932.95,2887,2023-12,2900.95,3224681,MISCELLANEOUS
ADANIENT,2991.8,15-12-2023 05:30,3000,2893.9,2023-12,2912.05,4921484,MISCELLANEOUS
ADANIENT,2980.6,18-12-2023 05:30,3027.75,2961.1,2023-12,2993.95,2315922,MISCELLANEOUS
ADANIENT,2941.25,19-12-2023 05:30,2994.35,2915,2023-12,2988.8,1741493,MISCELLANEOUS
ADANIENT,2783.85,20-12-2023 05:30,2968,2766.2,2023-12,2946,3417739,MISCELLANEOUS
ADANIENT,2799.75,21-12-2023 05:30,2821.95,2725,2023-12,2750,2678577,MISCELLANEOUS
ADANIENT,2808.35,22-12-2023 05:30,2847.6,2791.4,2023-12,2815.95,1513956,MISCELLANEOUS
ADANIENT,2865.45,26-12-2023 05:30,2893.75,2800.1,2023-12,2817,2048484,MISCELLANEOUS
ADANIENT,2843.35,27-12-2023 05:30,2894.8,2833.6,2023-12,2880.7,1698325,MISCELLANEOUS
ADANIENT,2809.9,28-12-2023 05:30,2867.35,2800.1,2023-12,2855,4102912,MISCELLANEOUS
ADANIENT,2848.95,29-12-2023 05:30,2863.3,2802.85,2023-12,2823.9,1507086,MISCELLANEOUS
ADANIENT,2917.2,01-01-2024 05:30,2947,2842.05,2024-01,2852.3,2898619,MISCELLANEOUS
ADANIENT,2932.4,02-01-2024 05:30,2948.2,2841,2024-01,2922,2671368,MISCELLANEOUS
ADANIENT,3003,03-01-2024 05:30,3199,2955.6,2024-01,3047,19725411,MISCELLANEOUS
ADANIENT,2998.3,04-01-2024 05:30,3044.45,2990,2024-01,3039.4,2975620,MISCELLANEOUS
ADANIENT,3006.6,05-01-2024 05:30,3066.9,2981.1,2024-01,3009.95,3219949,MISCELLANEOUS
ADANIENT,2963.5,08-01-2024 05:30,3027,2952.95,2024-01,3020,1849061,MISCELLANEOUS
ADANIENT,3014.6,09-01-2024 05:30,3068.8,2980,2024-01,2990.7,2885706,MISCELLANEOUS
ADANIENT,3098.2,10-01-2024 05:30,3112,3020.05,2024-01,3024,3590297,MISCELLANEOUS
ADANIENT,3080.9,11-01-2024 05:30,3129,3065,2024-01,3120,2008103,MISCELLANEOUS
ADANIENT,3104.1,12-01-2024 05:30,3125,3068.2,2024-01,3096.35,1795933,MISCELLANEOUS
ADANIENT,3089.5,15-01-2024 05:30,3130,3067.45,2024-01,3127,1407007,MISCELLANEOUS
ADANIENT,3056.5,16-01-2024 05:30,3104.5,3035,2024-01,3095,2515564,MISCELLANEOUS
ADANIENT,2971.05,17-01-2024 05:30,3045,2946.3,2024-01,3033,2897218,MISCELLANEOUS
ADANIENT,2918.9,18-01-2024 05:30,2985,2885.1,2024-01,2975.55,2552342,MISCELLANEOUS
ADANIENT,2915.65,19-01-2024 05:30,2949.45,2903.05,2024-01,2945.35,2014096,MISCELLANEOUS
ADANIENT,2987.9,20-01-2024 05:30,3015.85,2890.5,2024-01,2930,1878793,MISCELLANEOUS
ADANIENT,2896.55,23-01-2024 05:30,3014.95,2885.5,2024-01,3014.95,1827002,MISCELLANEOUS
ADANIENT,2903.45,24-01-2024 05:30,2929.1,2871.25,2024-01,2901,5807940,MISCELLANEOUS
ADANIENT,2893.6,25-01-2024 05:30,2926.35,2804.4,2024-01,2903.45,2601969,MISCELLANEOUS
ADANIENT,3064.65,29-01-2024 05:30,3092.7,2923.05,2024-01,2929,4402976,MISCELLANEOUS
ADANIENT,3091.1,30-01-2024 05:30,3129.9,3020.9,2024-01,3081,3115506,MISCELLANEOUS
ADANIENT,3142,31-01-2024 05:30,3151.7,3072.4,2024-01,3092.75,2671051,MISCELLANEOUS
ADANIENT,3153.5,01-02-2024 05:30,3236.95,3083.05,2024-02,3156.9,4686595,MISCELLANEOUS
ADANIENT,3157.45,02-02-2024 05:30,3208.5,3140,2024-02,3184.95,2708695,MISCELLANEOUS
ADANIENT,3173.45,05-02-2024 05:30,3229.4,3151.45,2024-02,3170,2191195,MISCELLANEOUS
ADANIENT,3203.75,06-02-2024 05:30,3228.2,3160,2024-02,3183.9,2078891,MISCELLANEOUS
ADANIENT,3229.85,07-02-2024 05:30,3277.95,3210,2024-02,3220.05,2095911,MISCELLANEOUS
ADANIENT,3168.6,08-02-2024 05:30,3245.6,3146.1,2024-02,3245.6,1679004,MISCELLANEOUS
ADANIENT,3215.2,09-02-2024 05:30,3224.95,3121.2,2024-02,3184.45,1572789,MISCELLANEOUS
ADANIENT,3169.75,12-02-2024 05:30,3241.95,3160,2024-02,3229,1083138,MISCELLANEOUS
ADANIENT,3178.45,13-02-2024 05:30,3194,3092.05,2024-02,3180,1225207,MISCELLANEOUS
ADANIENT,3207.2,14-02-2024 05:30,3255.25,3169.85,2024-02,3184,1741264,MISCELLANEOUS
ADANIENT,3193.8,15-02-2024 05:30,3252.75,3184.05,2024-02,3219.85,2035204,MISCELLANEOUS
ADANIENT,3223.6,16-02-2024 05:30,3252.3,3192.65,2024-02,3214,2193673,MISCELLANEOUS
ADANIENT,3258.8,19-02-2024 05:30,3308.6,3235.8,2024-02,3240,1779444,MISCELLANEOUS
ADANIENT,3228.6,20-02-2024 05:30,3269.8,3210.15,2024-02,3267,1467630,MISCELLANEOUS
ADANIENT,3223.2,21-02-2024 05:30,3300,3205,2024-02,3238,1657021,MISCELLANEOUS
ADANIENT,3263.05,22-02-2024 05:30,3274,3210.5,2024-02,3239,1138722,MISCELLANEOUS
ADANIENT,3273.3,23-02-2024 05:30,3319.95,3225.1,2024-02,3263.05,1975035,MISCELLANEOUS
ADANIENT,3327.75,26-02-2024 05:30,3344,3263,2024-02,3272,1695378,MISCELLANEOUS
ADANIENT,3302.3,27-02-2024 05:30,3340,3273,2024-02,3339,1125570,MISCELLANEOUS
ADANIENT,3219,28-02-2024 05:30,3318.8,3207.5,2024-02,3309.2,1358879,MISCELLANEOUS
ADANIENT,3285.4,29-02-2024 05:30,3304.75,3205.35,2024-02,3220.05,1352988,MISCELLANEOUS
ADANIENT,3318.75,01-03-2024 05:30,3346,3281.8,2024-03,3309.85,1161067,MISCELLANEOUS
ADANIENT,3333.25,02-03-2024 05:30,3348.7,3321.5,2024-03,3332,119511,MISCELLANEOUS
ADANIENT,3317.15,04-03-2024 05:30,3350,3310.05,2024-03,3335,1061244,MISCELLANEOUS
ADANIENT,3310.2,05-03-2024 05:30,3334,3295.05,2024-03,3325.3,1190416,MISCELLANEOUS
ADANIENT,3233.95,06-03-2024 05:30,3323,3183.15,2024-03,3323,1935203,MISCELLANEOUS
ADANIENT,3226.55,07-03-2024 05:30,3262,3220,2024-03,3240,856328,MISCELLANEOUS
ADANIENT,3207.35,11-03-2024 05:30,3259,3200,2024-03,3241.2,738851,MISCELLANEOUS
ADANIENT,3122.5,12-03-2024 05:30,3222.7,3111,2024-03,3207.35,1199487,MISCELLANEOUS
ADANIENT,2906.2,13-03-2024 05:30,3138.05,2850.15,2024-03,3125,3407040,MISCELLANEOUS
ADANIENT,3087.45,14-03-2024 05:30,3101.2,2880,2024-03,2927.45,3759100,MISCELLANEOUS
ADANIENT,3132.2,15-03-2024 05:30,3143.4,3061.25,2024-03,3111,2199094,MISCELLANEOUS
ADANIENT,3111.75,18-03-2024 05:30,3124,2976.05,2024-03,3050.1,3042515,MISCELLANEOUS
ADANIENT,3052.7,19-03-2024 05:30,3164.8,3041.85,2024-03,3126,1460452,MISCELLANEOUS
ADANIENT,3051.45,20-03-2024 05:30,3083.2,3021.1,2024-03,3075,966481,MISCELLANEOUS
ADANIENT,3066.5,21-03-2024 05:30,3107.1,3059.6,2024-03,3089.55,1175751,MISCELLANEOUS
ADANIENT,3107.7,22-03-2024 05:30,3128.95,3048.05,2024-03,3066.55,951557,MISCELLANEOUS
ADANIENT,3109.95,26-03-2024 05:30,3171.95,3089.1,2024-03,3100.5,937103,MISCELLANEOUS
ADANIENT,3122.1,27-03-2024 05:30,3138.45,3106.25,2024-03,3115,900231,MISCELLANEOUS
ADANIENT,3197.1,28-03-2024 05:30,3237,3096.75,2024-03,3134,2327053,MISCELLANEOUS
ADANIENT,3252.1,01-04-2024 05:30,3291.8,3207.85,2024-04,3230.2,1292646,MISCELLANEOUS
ADANIENT,3268.75,02-04-2024 05:30,3285,3240,2024-04,3258.95,868829,MISCELLANEOUS
ADANIENT,3233.45,03-04-2024 05:30,3260.15,3222,2024-04,3250,1153109,MISCELLANEOUS
ADANIENT,3210.8,04-04-2024 05:30,3273,3201.7,2024-04,3250,1403826,MISCELLANEOUS
ADANIENT,3224.8,05-04-2024 05:30,3234,3178.95,2024-04,3211.1,755607,MISCELLANEOUS
ADANIENT,3224.55,08-04-2024 05:30,3243.5,3197.2,2024-04,3240.95,577440,MISCELLANEOUS
ADANIENT,3198.45,09-04-2024 05:30,3251,3185,2024-04,3240.7,833679,MISCELLANEOUS
ADANIENT,3242,10-04-2024 05:30,3254.6,3192.5,2024-04,3200,1441138,MISCELLANEOUS
