Ticker,close,date,high,low,month,open,volume,sector
TITAN,3196.25,2023-10-03 05:30:00,3212.5,3114.4,2023-10,3148.8,1007308,RETAILING
TITAN,3166.65,2023-10-04 05:30:00,3205.0,3151.0,2023-10,3186.0,486969,RETAILING
TITAN,3216.5,2023-10-05 05:30:00,3231.0,3165.0,2023-10,3173.9,1109881,RETAILING
TITAN,3309.75,2023-10-06 05:30:00,3319.8,3221.1,2023-10,3230.0,1102120,RETAILING
TITAN,3267.5,2023-10-09 05:30:00,3296.0,3249.05,2023-10,3294.7,822467,RETAILING
TITAN,3269.2,2023-10-10 05:30:00,3299.2,3259.3,2023-10,3295.0,633934,RETAILING
TITAN,3280.5,2023-10-11 05:30:00,3296.0,3264.0,2023-10,3289.7,546575,RETAILING
TITAN,3285.0,2023-10-12 05:30:00,3295.05,3262.6,2023-10,3292.0,429096,RETAILING
TITAN,3283.75,2023-10-13 05:30:00,3307.0,3266.55,2023-10,3285.0,920545,RETAILING
TITAN,3301.4,2023-10-16 05:30:00,3329.0,3275.0,2023-10,3284.0,778014,RETAILING
TITAN,3308.45,2023-10-17 05:30:00,3328.45,3304.1,2023-10,3317.95,584625,RETAILING
TITAN,3282.75,2023-10-18 05:30:00,3324.15,3277.5,2023-10,3309.2,324535,RETAILING
TITAN,3284.65,2023-10-19 05:30:00,3300.95,3239.0,2023-10,3270.0,698767,RETAILING
TITAN,3266.2,2023-10-20 05:30:00,3291.5,3244.0,2023-10,3272.65,657550,RETAILING
TITAN,3219.75,2023-10-23 05:30:00,3274.95,3209.7,2023-10,3246.2,566920,RETAILING
TITAN,3187.85,2023-10-25 05:30:00,3236.3,3179.0,2023-10,3216.0,762466,RETAILING
TITAN,3100.8,2023-10-26 05:30:00,3189.9,3092.05,2023-10,3160.35,1124281,RETAILING
TITAN,3120.7,2023-10-27 05:30:00,3138.75,3087.25,2023-10,3095.1,1050608,RETAILING
TITAN,3116.45,2023-10-30 05:30:00,3121.95,3075.0,2023-10,3105.0,802316,RETAILING
TITAN,3189.65,2023-10-31 05:30:00,3205.8,3087.85,2023-10,3119.6,1235478,RETAILING
TITAN,3173.4,2023-11-01 05:30:00,3212.9,3168.35,2023-11,3193.85,756820,RETAILING
