Ticker,close,date,high,low,month,open,volume,sector
INDUSINDBK,1435.4,2023-10-03 05:30:00,1438.4,1420.0,2023-10,1432.0,1442499,BANKING
INDUSINDBK,1401.3,2023-10-04 05:30:00,1428.5,1386.2,2023-10,1424.85,3978667,BANKING
INDUSINDBK,1401.85,2023-10-05 05:30:00,1415.4,1394.3,2023-10,1408.7,1647175,BANKING
INDUSINDBK,1434.8,2023-10-06 05:30:00,1438.0,1401.1,2023-10,1404.95,2167139,BANKING
INDUSINDBK,1428.55,2023-10-09 05:30:00,1445.0,1410.0,2023-10,1420.1,1613546,BANKING
INDUSINDBK,1420.55,2023-10-10 05:30:00,1436.35,1412.05,2023-10,1434.0,1874201,BANKING
INDUSINDBK,1421.2,2023-10-11 05:30:00,1431.9,1414.55,2023-10,1430.95,1855211,BANKING
INDUSINDBK,1424.25,2023-10-12 05:30:00,1444.0,1421.0,2023-10,1433.3,2069952,BANKING
INDUSINDBK,1463.7,2023-10-13 05:30:00,1466.3,1420.0,2023-10,1421.2,4480890,BANKING
INDUSINDBK,1446.4,2023-10-16 05:30:00,1462.85,1444.45,2023-10,1462.85,1913782,BANKING
INDUSINDBK,1436.0,2023-10-17 05:30:00,1458.45,1425.55,2023-10,1454.9,1373704,BANKING
INDUSINDBK,1420.35,2023-10-18 05:30:00,1444.0,1415.6,2023-10,1437.0,3067244,BANKING
INDUSINDBK,1450.35,2023-10-19 05:30:00,1464.7,1423.05,2023-10,1451.5,13948984,BANKING
INDUSINDBK,1469.1,2023-10-20 05:30:00,1471.8,1443.1,2023-10,1448.0,5135316,BANKING
INDUSINDBK,1435.0,2023-10-23 05:30:00,1469.75,1430.05,2023-10,1469.0,3319090,BANKING
INDUSINDBK,1412.7,2023-10-25 05:30:00,1446.95,1410.05,2023-10,1444.95,4045910,BANKING
INDUSINDBK,1414.65,2023-10-26 05:30:00,1429.3,1393.65,2023-10,1412.65,4194418,BANKING
INDUSINDBK,1441.3,2023-10-27 05:30:00,1444.5,1412.7,2023-10,1420.0,2424655,BANKING
INDUSINDBK,1454.65,2023-10-30 05:30:00,1460.9,1428.0,2023-10,1440.0,2255111,BANKING
INDUSINDBK,1441.3,2023-10-31 05:30:00,1460.0,1436.55,2023-10,1456.0,1454345,BANKING
INDUSINDBK,1432.6,2023-11-01 05:30:00,1445.6,1427.15,2023-11,1443.9,2658439,BANKING
INDUSINDBK,1461.2,2023-11-02 05:30:00,1479.95,1439.1,2023-11,1447.0,4524652,BANKING
INDUSINDBK,1450.25,2023-11-03 05:30:00,1475.0,1448.0,2023-11,1471.0,3052041,BANKING
INDUSINDBK,1470.25,2023-11-06 05:30:00,1471.9,1456.0,2023-11,1463.0,2090640,BANKING
INDUSINDBK,1486.4,2023-11-07 05:30:00,1490.45,1464.25,2023-11,1469.55,2830149,BANKING
INDUSINDBK,1488.95,2023-11-08 05:30:00,1495.95,1481.25,2023-11,1493.95,3210977,BANKING
INDUSINDBK,1507.35,2023-11-09 05:30:00,1516.3,1484.85,2023-11,1488.95,3207721,BANKING
INDUSINDBK,1498.8,2023-11-10 05:30:00,1509.45,1493.15,2023-11,1499.95,2247500,BANKING
INDUSINDBK,1502.1,2023-11-12 05:30:00,1507.9,1495.4,2023-11,1503.55,145114,BANKING
INDUSINDBK,1509.6,2023-11-13 05:30:00,1516.0,1496.15,2023-11,1502.0,2026629,BANKING
INDUSINDBK,1493.95,2023-11-15 05:30:00,1538.5,1490.25,2023-11,1538.5,6293703,BANKING
INDUSINDBK,1498.65,2023-11-16 05:30:00,1506.6,1493.0,2023-11,1500.0,2728834,BANKING
