Ticker,close,date,high,low,month,open,volume,sector
ITC,439.75,2023-10-03 05:30:00,442.9,439.25,2023-10,441.0,7481883,FOOD & TOBACCO
ITC,436.1,2023-10-04 05:30:00,441.7,433.3,2023-10,439.75,13396709,FOOD & TOBACCO
ITC,436.05,2023-10-05 05:30:00,440.5,435.05,2023-10,440.0,10030257,FOOD & TOBACCO
ITC,442.15,2023-10-06 05:30:00,443.6,436.65,2023-10,437.85,8418580,FOOD & TOBACCO
ITC,440.45,2023-10-09 05:30:00,443.2,437.25,2023-10,440.95,5611154,FOOD & TOBACCO
ITC,444.4,2023-10-10 05:30:00,444.85,440.45,2023-10,440.45,5014758,FOOD & TOBACCO
ITC,448.25,2023-10-11 05:30:00,449.45,444.8,2023-10,447.2,7651513,FOOD & TOBACCO
ITC,450.7,2023-10-12 05:30:00,452.5,446.15,2023-10,449.65,11774487,FOOD & TOBACCO
ITC,448.35,2023-10-13 05:30:00,451.8,447.0,2023-10,449.85,7632483,FOOD & TOBACCO
ITC,448.95,2023-10-16 05:30:00,451.0,446.2,2023-10,448.0,4214958,FOOD & TOBACCO
ITC,453.45,2023-10-17 05:30:00,454.5,449.0,2023-10,449.8,6936218,FOOD & TOBACCO
ITC,451.65,2023-10-18 05:30:00,458.2,451.0,2023-10,454.25,6894947,FOOD & TOBACCO
ITC,450.4,2023-10-19 05:30:00,454.9,446.85,2023-10,449.75,9465463,FOOD & TOBACCO
ITC,438.3,2023-10-20 05:30:00,449.0,437.35,2023-10,445.0,13020371,FOOD & TOBACCO
ITC,435.9,2023-10-23 05:30:00,439.95,433.1,2023-10,438.0,7275471,FOOD & TOBACCO
ITC,432.7,2023-10-25 05:30:00,438.0,427.05,2023-10,436.9,10889221,FOOD & TOBACCO
ITC,434.35,2023-10-26 05:30:00,436.6,429.55,2023-10,429.55,18801214,FOOD & TOBACCO
ITC,433.75,2023-10-27 05:30:00,436.8,432.2,2023-10,434.35,13132487,FOOD & TOBACCO
ITC,430.45,2023-10-30 05:30:00,437.15,428.35,2023-10,434.55,7618033,FOOD & TOBACCO
ITC,428.4,2023-10-31 05:30:00,433.35,427.9,2023-10,430.0,8620154,FOOD & TOBACCO
ITC,428.1,2023-11-01 05:30:00,431.1,425.5,2023-11,430.0,7990245,FOOD & TOBACCO
ITC,431.15,2023-11-02 05:30:00,432.7,428.65,2023-11,430.05,8152031,FOOD & TOBACCO
ITC,433.25,2023-11-03 05:30:00,434.4,431.1,2023-11,432.8,13802600,FOOD & TOBACCO
ITC,435.35,2023-11-06 05:30:00,436.8,432.55,2023-11,433.5,7308229,FOOD & TOBACCO
ITC,432.7,2023-11-07 05:30:00,434.9,432.15,2023-11,434.9,5124012,FOOD & TOBACCO
ITC,436.95,2023-11-08 05:30:00,437.5,432.3,2023-11,433.15,6979849,FOOD & TOBACCO
ITC,434.4,2023-11-09 05:30:00,438.0,433.9,2023-11,437.8,7785767,FOOD & TOBACCO
ITC,436.55,2023-11-10 05:30:00,438.0,432.5,2023-11,434.4,4079205,FOOD & TOBACCO
ITC,438.45,2023-11-12 05:30:00,439.2,438.0,2023-11,438.85,1181310,FOOD & TOBACCO
ITC,436.0,2023-11-13 05:30:00,438.4,435.0,2023-11,438.4,3744754,FOOD & TOBACCO
ITC,441.95,2023-11-15 05:30:00,442.5,437.5,2023-11,438.1,7436428,FOOD & TOBACCO
ITC,438.65,2023-11-16 05:30:00,444.5,437.6,2023-11,441.95,10857863,FOOD & TOBACCO
ITC,439.25,2023-11-17 05:30:00,441.5,438.3,2023-11,439.25,6655278,FOOD & TOBACCO
ITC,436.8,2023-11-20 05:30:00,440.3,434.5,2023-11,439.85,4335388,FOOD & TOBACCO
ITC,436.25,2023-11-21 05:30:00,439.3,435.5,2023-11,437.15,5997810,FOOD & TOBACCO
ITC,439.7,2023-11-22 05:30:00,440.4,434.8,2023-11,437.0,4886687,FOOD & TOBACCO
ITC,440.35,2023-11-23 05:30:00,442.25,438.25,2023-11,440.95,6366606,FOOD & TOBACCO
ITC,437.8,2023-11-24 05:30:00,442.25,436.85,2023-11,441.0,6821878,FOOD & TOBACCO
ITC,435.25,2023-11-28 05:30:00,439.0,434.9,2023-11,438.0,8745691,FOOD & TOBACCO
ITC,437.2,2023-11-29 05:30:00,438.5,434.15,2023-11,436.0,13785216,FOOD & TOBACCO
ITC,435.8,2023-11-30 05:30:00,438.45,434.5,2023-11,436.7,15127505,FOOD & TOBACCO
ITC,449.8,2023-12-01 05:30:00,450.95,437.4,2023-12,437.9,19336856,FOOD & TOBACCO
ITC,454.05,2023-12-04 05:30:00,456.4,451.0,2023-12,455.0,12800220,FOOD & TOBACCO
ITC,451.75,2023-12-05 05:30:00,457.8,450.1,2023-12,455.0,12136292,FOOD & TOBACCO
ITC,463.25,2023-12-06 05:30:00,464.5,452.1,2023-12,453.9,20417559,FOOD & TOBACCO
ITC,458.1,2023-12-07 05:30:00,464.8,457.4,2023-12,464.75,11310918,FOOD & TOBACCO
