Ticker,close,date,high,low,month,open,volume,sector
BAJFINANCE,7967.6,2023-10-03 05:30:00,7975.5,7755.0,2023-10,7780.8,944555,FINANCE
BAJFINANCE,7854.05,2023-10-04 05:30:00,8043.0,7820.0,2023-10,8025.0,1176384,FINANCE
BAJFINANCE,7850.9,2023-10-05 05:30:00,7914.85,7826.9,2023-10,7914.85,795061,FINANCE
BAJFINANCE,8168.55,2023-10-06 05:30:00,8192.0,7845.0,2023-10,7850.0,2145034,FINANCE
BAJFINANCE,8027.7,2023-10-09 05:30:00,8135.0,8018.0,2023-10,8102.05,747800,FINANCE
BAJFINANCE,8083.6,2023-10-10 05:30:00,8135.0,8021.0,2023-10,8055.0,965024,FINANCE
BAJFINANCE,8101.95,2023-10-11 05:30:00,8173.0,8095.45,2023-10,8139.8,712372,FINANCE
BAJFINANCE,8014.3,2023-10-12 05:30:00,8127.0,8003.0,2023-10,8125.0,764092,FINANCE
BAJFINANCE,8051.65,2023-10-13 05:30:00,8082.9,7956.05,2023-10,7999.55,662282,FINANCE
BAJFINANCE,8036.0,2023-10-16 05:30:00,8069.0,7982.65,2023-10,8044.3,438246,FINANCE
BAJFINANCE,8093.0,2023-10-17 05:30:00,8159.0,8057.55,2023-10,8080.0,838283,FINANCE
BAJFINANCE,7866.55,2023-10-18 05:30:00,8084.6,7850.0,2023-10,8050.0,1544642,FINANCE
BAJFINANCE,7841.55,2023-10-19 05:30:00,7923.0,7731.0,2023-10,7843.3,1061453,FINANCE
BAJFINANCE,7769.2,2023-10-20 05:30:00,7832.35,7722.5,2023-10,7810.0,771153,FINANCE
BAJFINANCE,7798.9,2023-10-23 05:30:00,7884.9,7761.35,2023-10,7800.0,882230,FINANCE
BAJFINANCE,7694.45,2023-10-25 05:30:00,7856.95,7676.0,2023-10,7798.9,708774,FINANCE
BAJFINANCE,7421.8,2023-10-26 05:30:00,7656.0,7401.2,2023-10,7625.1,1324630,FINANCE
BAJFINANCE,7507.2,2023-10-27 05:30:00,7549.0,7416.6,2023-10,7509.95,911944,FINANCE
BAJFINANCE,7503.05,2023-10-30 05:30:00,7526.85,7352.5,2023-10,7505.8,799276,FINANCE
BAJFINANCE,7492.65,2023-10-31 05:30:00,7579.7,7460.5,2023-10,7569.8,749410,FINANCE
BAJFINANCE,7471.9,2023-11-01 05:30:00,7549.0,7457.65,2023-11,7520.0,462778,FINANCE
BAJFINANCE,7449.1,2023-11-02 05:30:00,7615.0,7411.2,2023-11,7530.0,855030,FINANCE
BAJFINANCE,7411.5,2023-11-03 05:30:00,7537.95,7372.45,2023-11,7528.0,1138755,FINANCE
BAJFINANCE,7562.05,2023-11-06 05:30:00,7571.95,7442.6,2023-11,7456.0,634043,FINANCE
