Ticker,close,date,high,low,month,open,volume,sector
ICICIBANK,940.3,2023-10-03 05:30:00,951.6,939.0,2023-10,951.6,11131636,BANKING
ICICIBANK,930.05,2023-10-04 05:30:00,935.5,925.0,2023-10,935.0,17334739,BANKING
ICICIBANK,940.85,2023-10-05 05:30:00,943.95,934.55,2023-10,935.2,10478856,BANKING
ICICIBANK,945.2,2023-10-06 05:30:00,946.55,938.0,2023-10,946.0,6355755,BANKING
ICICIBANK,938.6,2023-10-09 05:30:00,942.05,936.3,2023-10,940.25,6725306,BANKING
ICICIBANK,951.2,2023-10-10 05:30:00,957.5,940.35,2023-10,940.4,11452715,BANKING
ICICIBANK,953.1,2023-10-11 05:30:00,962.05,950.75,2023-10,954.9,12233117,BANKING
ICICIBANK,954.25,2023-10-12 05:30:00,960.1,948.4,2023-10,952.85,7836818,BANKING
ICICIBANK,951.3,2023-10-13 05:30:00,957.4,944.55,2023-10,949.95,6650442,BANKING
ICICIBANK,951.4,2023-10-16 05:30:00,954.85,946.15,2023-10,948.5,5763024,BANKING
ICICIBANK,953.9,2023-10-17 05:30:00,960.95,951.5,2023-10,955.4,7747527,BANKING
ICICIBANK,943.75,2023-10-18 05:30:00,950.65,939.1,2023-10,949.2,12000153,BANKING
ICICIBANK,935.75,2023-10-19 05:30:00,945.0,934.0,2023-10,936.0,8612676,BANKING
ICICIBANK,932.75,2023-10-20 05:30:00,940.0,930.0,2023-10,932.0,6586576,BANKING
ICICIBANK,929.95,2023-10-23 05:30:00,944.8,925.4,2023-10,942.0,11856890,BANKING
ICICIBANK,916.1,2023-10-25 05:30:00,933.8,911.4,2023-10,926.05,12593434,BANKING
ICICIBANK,908.65,2023-10-26 05:30:00,916.6,899.0,2023-10,914.3,21693345,BANKING
ICICIBANK,912.75,2023-10-27 05:30:00,918.15,911.3,2023-10,916.0,8645505,BANKING
ICICIBANK,924.9,2023-10-30 05:30:00,926.3,908.2,2023-10,909.1,7687791,BANKING
ICICIBANK,915.35,2023-10-31 05:30:00,931.0,914.1,2023-10,929.3,17211107,BANKING
ICICIBANK,914.05,2023-11-01 05:30:00,917.6,909.3,2023-11,913.8,12927203,BANKING
ICICIBANK,919.95,2023-11-02 05:30:00,924.8,912.8,2023-11,920.05,9747311,BANKING
ICICIBANK,933.8,2023-11-03 05:30:00,934.5,926.8,2023-11,928.55,7146961,BANKING
ICICIBANK,945.45,2023-11-06 05:30:00,947.75,937.4,2023-11,941.0,10338367,BANKING
